Date,IDorder,Balance,Multiply,Side,Price,Amount,Filled,PositionSize,Exposure
2020-07-08T22:55:44.240Z,6426425799,0,0,sell,0.01804,2.0,0.0,0.03608,0.03608
2020-07-08T22:55:44.240Z,6426425799,0,0,sell,0.01804,2.0,0.0,0.03608,0.03608
