IDorderOrderBuy,IDorderOrderSell,Open,Close,Amount,TradeTrigger,Zone,OpenTime,CloseTime,Profit,feeBuy,feeSell
29337201371.0,29337808501.0,0.0513,0.05268,1.0,Grid,0.0525,2021-02-21T05:42:03.578830,2021-02-21T05:45:05.859192,0.0011799999999999,0.0002,
29337206023.0,29337983875.0,0.0513,0.053775,1.0,Grid,0.053,2021-02-21T05:42:05.098877,2021-02-21T05:45:58.498729,0.002275,0.0002,
29336791533.0,29341232137.0,0.0534399999999999,0.05454,1.0,Grid,0.0535,2021-02-21T05:40:00.050513,2021-02-21T06:03:06.911425,0.0009,0.0002,
29352582969.0,29356237652.0,0.0534549999999999,0.054562,1.0,Grid,0.0535,2021-02-21T07:05:21.985704,2021-02-21T07:25:27.946306,0.000907,0.0002,
29336588183.0,29357385961.0,0.0536,0.054637,1.0,Grid,0.054,2021-02-21T05:39:00.882449,2021-02-21T07:32:34.123653,0.0008369999999999,0.0002,
29335550412.0,29360642647.0,0.0546005,0.0557135,1.0,Grid,0.055,2021-02-21T05:33:29.340205,2021-02-21T07:52:11.719892,0.0009129999999999,0.0002,
29336279115.0,29360640409.0,0.054467,0.0557135,1.0,Grid,0.0545,2021-02-21T05:37:29.853095,2021-02-21T07:52:10.859784,0.0010465,0.0002,
29333512655.0,29373044554.0,0.055444,0.0565,1.0,Grid,0.0555,2021-02-21T05:19:55.310262,2021-02-21T09:16:43.352863,0.0008559999999999,0.0002,
29460968096.0,29473389504.0,0.0543895,0.0554399999999999,1.0,Grid,0.0545,2021-02-21T19:50:32.890649,2021-02-21T21:21:33.695135,0.0008505,0.0002,
29416364158.0,29473778522.0,0.054796,0.0558,1.0,Grid,0.055,2021-02-21T14:31:14.514240,2021-02-21T21:24:06.046660,0.0008039999999999,0.0002,
29525301693.0,29532808734.0,0.054387,0.0566225,1.0,Grid,0.0545,2021-02-22T03:39:51.930295,2021-02-22T04:28:09.250529,0.0020355,0.0002,
29480825007.0,29532812427.0,0.0549995,0.0566225,1.0,Grid,0.055,2021-02-21T22:11:21.563927,2021-02-22T04:28:10.632509,0.0014229999999999,0.0002,
29391709635.0,29532814476.0,0.0554405,0.0566225,1.0,Grid,0.0555,2021-02-21T11:29:57.114680,2021-02-22T04:28:11.517280,0.000982,0.0002,
29331049462.0,29532913429.0,0.0558525,0.057448,1.0,Grid,0.0559999999999999,2021-02-21T05:03:18.255470,2021-02-22T04:28:52.756658,0.0013954999999999,0.0002,
29322636023.0,29532914573.0,0.0564195,0.057448,1.0,Grid,0.0565,2021-02-21T04:10:29.469090,2021-02-22T04:28:53.373695,0.0008285,0.0002,
29321371462.0,29532969531.0,0.0568415,0.0586235,1.0,Grid,0.057,2021-02-21T04:02:31.347860,2021-02-22T04:29:18.006124,0.001582,0.0002,
28968729819.0,29533036875.0,0.05742,0.059085,1.0,Grid,0.0575,2021-02-19T07:35:18.897400,2021-02-22T04:29:43.690609,0.0014649999999999,0.0002,
28965792350.0,29533039053.0,0.0576794999999999,0.059085,1.0,Grid,0.0579999999999999,2021-02-19T07:13:14.970080,2021-02-22T04:29:44.631366,0.0012055000000001,0.0002,
29534356582.0,29538636774.0,0.0569445,0.0581955,1.0,Grid,0.057,2021-02-22T04:37:40.701269,2021-02-22T05:05:49.682957,0.0010509999999999,0.0002,
29534104669.0,29538716676.0,0.057142,0.0581955,1.0,Grid,0.0575,2021-02-22T04:36:07.561246,2021-02-22T05:06:25.517298,0.0008534999999999,0.0002,
29541071475.0,29541485534.0,0.056721,0.057852,1.0,Grid,0.057,2021-02-22T05:28:33.407210,2021-02-22T05:32:07.146468,0.000931,0.0002,
29562908218.0,29567674756.0,0.0549,0.0559999999999999,1.0,Grid,0.055,2021-02-22T08:01:57.688577,2021-02-22T08:32:36.299714,0.0009,0.0002,
29556269299.0,29569711724.0,0.05544,0.056628,1.0,Grid,0.0555,2021-02-22T07:20:44.292913,2021-02-22T08:47:10.812382,0.000988,0.0002,
29551443051.0,29570078537.0,0.0558,0.0569664999999999,1.0,Grid,0.0565,2021-02-22T06:48:30.752481,2021-02-22T08:50:10.267072,0.0009665,0.0002,
29552468384.0,29575487542.0,0.0559885,0.057,1.0,Grid,0.0559999999999999,2021-02-22T06:56:36.024107,2021-02-22T09:29:55.059844,0.0008115,0.0002,
29543483467.0,29579019655.0,0.0569835,0.058061,1.0,Grid,0.057,2021-02-22T05:47:12.302241,2021-02-22T09:56:00.205366,0.0008774999999999,0.0002,
29540231435.0,29579160157.0,0.0571,0.058265,1.0,Grid,0.0575,2021-02-22T05:20:56.931069,2021-02-22T09:57:03.930143,0.0009649999999999,0.0002,
29589887317.0,29591343336.0,0.0559,0.0571335,1.0,Grid,0.0559999999999999,2021-02-22T11:05:17.156885,2021-02-22T11:13:23.736875,0.0010334999999999,0.0002,
29589039433.0,29597645174.0,0.056194,0.057285,1.0,Grid,0.0565,2021-02-22T11:00:45.584507,2021-02-22T11:49:02.647781,0.0008909999999999,0.0002,
29585285426.0,29599810453.0,0.0569154999999999,0.057917,1.0,Grid,0.057,2021-02-22T10:39:15.808877,2021-02-22T12:02:07.325298,0.0008015,0.0002,
29606913174.0,29623507492.0,0.0568825,0.0579299999999999,1.0,Grid,0.057,2021-02-22T12:48:21.908428,2021-02-22T14:34:51.442058,0.0008474999999999,0.0002,
29583118012.0,29627159204.0,0.0574934999999999,0.058536,1.0,Grid,0.0575,2021-02-22T10:27:11.945584,2021-02-22T15:00:57.771301,0.0008424999999999,0.0002,
29672865537.0,29680046105.0,0.0542045,0.0554929999999999,1.0,Grid,0.0545,2021-02-22T19:29:20.771904,2021-02-22T20:07:23.197781,0.0010884999999999,0.0002,
29672871478.0,29680049413.0,0.0542044999999999,0.055493,1.0,Grid,0.055,2021-02-22T19:29:22.569422,2021-02-22T20:07:24.218719,0.0010884999999999,0.0002,
29693336289.0,29713467078.0,0.0457765,0.0527365,1.0,Grid,0.0475,2021-02-22T21:17:17.284657,2021-02-22T23:10:15.718665,0.0067599999999999,0.0002,
29693338873.0,29713468107.0,0.0457765,0.0527365,1.0,Grid,0.048,2021-02-22T21:17:18.208631,2021-02-22T23:10:15.999893,0.00676,0.0002,
29693341595.0,29713468942.0,0.0457765,0.0527365,1.0,Grid,0.0485,2021-02-22T21:17:19.270641,2021-02-22T23:10:16.265541,0.0067599999999999,0.0002,
29693248309.0,29713470527.0,0.047095,0.0527365,1.0,Grid,0.049,2021-02-22T21:16:47.035171,2021-02-22T23:10:16.749917,0.0054415,0.0002,
29693250578.0,29713471391.0,0.047095,0.0527365,1.0,Grid,0.0495,2021-02-22T21:16:47.808995,2021-02-22T23:10:17.187375,0.0054415,0.0002,
29692987201.0,29713472423.0,0.0499165,0.0527365,1.0,Grid,0.05,2021-02-22T21:15:20.507514,2021-02-22T23:10:17.515523,0.0021199999999999,0.0007,
29692888562.0,29713473239.0,0.049118,0.0527365,1.0,Grid,0.0505,2021-02-22T21:14:47.863123,2021-02-22T23:10:17.781145,0.0034184999999999,0.0002,
29692891228.0,29713474715.0,0.049118,0.0527365,1.0,Grid,0.051,2021-02-22T21:14:48.722473,2021-02-22T23:10:18.234227,0.0034184999999999,0.0002,
29692698536.0,29713475483.0,0.051051,0.0527365,1.0,Grid,0.0515,2021-02-22T21:13:46.289638,2021-02-22T23:10:18.515499,0.0014854999999999,0.0002,
29692010392.0,29713476817.0,0.051451,0.0527365,1.0,Grid,0.052,2021-02-22T21:10:12.106592,2021-02-22T23:10:18.984226,0.0010855,0.0002,
29691928242.0,29713477708.0,0.05165,0.0527365,1.0,Grid,0.0525,2021-02-22T21:09:46.951829,2021-02-22T23:10:19.327956,0.0008864999999999,0.0002,
29691618418.0,29715953941.0,0.052413,0.053486,1.0,Grid,0.053,2021-02-22T21:08:12.977681,2021-02-22T23:23:58.422632,0.0008729999999999,0.0002,
29734360814.0,29738576414.0,0.0514184999999999,0.0525,1.0,Grid,0.0515,2021-02-23T01:07:09.368876,2021-02-23T01:29:45.715880,0.0008814999999999,0.0002,
29724696626.0,29740839072.0,0.0518395,0.052862,1.0,Grid,0.052,2021-02-23T00:13:55.352519,2021-02-23T01:42:18.759502,0.0008225,0.0002,
29724699092.0,29740841497.0,0.0518395,0.052862,1.0,Grid,0.0525,2021-02-23T00:13:56.130471,2021-02-23T01:42:19.476630,0.0008225,0.0002,
29742849453.0,29751473837.0,0.0524445,0.053447,1.0,Grid,0.0525,2021-02-23T01:53:20.057207,2021-02-23T02:44:30.451533,0.0008024999999999,0.0002,
29721290792.0,29753812031.0,0.052547,0.053621,1.0,Grid,0.053,2021-02-22T23:55:06.634366,2021-02-23T02:58:32.992623,0.0008739999999999,0.0002,
29822618021.0,29823727553.0,0.050116,0.051255,1.0,Grid,0.0505,2021-02-23T09:56:09.499344,2021-02-23T10:01:45.854784,0.000939,0.0002,
29851268576.0,29853643236.0,0.049225,0.0502445,1.0,Grid,0.0495,2021-02-23T12:24:18.556438,2021-02-23T12:36:19.171867,0.0008194999999999,0.0002,
29849146299.0,29855661456.0,0.0495895,0.0506449999999999,1.0,Grid,0.05,2021-02-23T12:13:46.933856,2021-02-23T12:46:54.530215,0.0008554999999999,0.0002,
29845064980.0,29860853909.0,0.050133,0.05116,1.0,Grid,0.0505,2021-02-23T11:53:12.293701,2021-02-23T13:14:03.784199,0.0008269999999999,0.0002,
29924624287.0,29925341874.0,0.041836,0.04299,1.0,Grid,0.0425,2021-02-23T18:46:14.036708,2021-02-23T18:50:01.469495,0.000954,0.0002,
29923568876.0,29926944460.0,0.0426705,0.043779,1.0,Grid,0.043,2021-02-23T18:40:41.289703,2021-02-23T18:58:19.234167,0.0009084999999999,0.0002,
29923096470.0,29927139093.0,0.0431305,0.044152,1.0,Grid,0.0435,2021-02-23T18:38:10.691624,2021-02-23T18:59:20.157453,0.0008214999999999,0.0002,
29922717107.0,29930993199.0,0.043673,0.044825,1.0,Grid,0.044,2021-02-23T18:36:09.969733,2021-02-23T19:18:56.134210,0.0009519999999999,0.0002,
29933802202.0,29934701075.0,0.0426565,0.0437545,1.0,Grid,0.043,2021-02-23T19:33:32.263630,2021-02-23T19:38:00.554151,0.000898,0.0002,
29933408680.0,29934819206.0,0.043039,0.044183,1.0,Grid,0.0435,2021-02-23T19:31:28.622150,2021-02-23T19:38:35.848656,0.0009439999999999,0.0002,
29922657550.0,29931575595.0,0.0438575,0.0452785,1.0,Grid,0.0445,2021-02-23T18:35:50.469517,2021-02-23T19:21:55.565515,0.0012209999999999,0.0002,
29932930970.0,29935102639.0,0.0438645,0.0454495,1.0,Grid,0.044,2021-02-23T19:28:58.418762,2021-02-23T19:40:01.150879,0.0013849999999999,0.0002,
29920612572.0,29936832043.0,0.0448865,0.046046,1.0,Grid,0.045,2021-02-23T18:25:05.529904,2021-02-23T19:49:02.234243,0.0009594999999999,0.0002,
29919842159.0,29937725155.0,0.0453175,0.046479,1.0,Grid,0.0455,2021-02-23T18:21:04.903454,2021-02-23T19:53:32.282523,0.0009615,0.0002,
29914105393.0,29937838792.0,0.0458315,0.046965,1.0,Grid,0.046,2021-02-23T17:51:20.979248,2021-02-23T19:54:07.014193,0.0009335,0.0002,
29912731834.0,29938419913.0,0.046349,0.047459,1.0,Grid,0.0465,2021-02-23T17:44:17.985798,2021-02-23T19:57:04.173957,0.00091,0.0002,
29912739304.0,29938422675.0,0.046349,0.0474589999999999,1.0,Grid,0.047,2021-02-23T17:44:20.230571,2021-02-23T19:57:05.032943,0.00091,0.0002,
29912742064.0,29940086514.0,0.046349,0.047502,1.0,Grid,0.0475,2021-02-23T17:44:21.049114,2021-02-23T20:05:32.835973,0.000953,0.0002,
29940393498.0,29951448728.0,0.0467,0.047795,1.0,Grid,0.0475,2021-02-23T20:07:08.646496,2021-02-23T21:07:22.412324,0.0008949999999999,0.0002,
29940285032.0,29952008527.0,0.0469975,0.048,1.0,Grid,0.047,2021-02-23T20:06:35.354498,2021-02-23T21:10:51.260134,0.0008024999999999,0.0002,
29912746662.0,29953238099.0,0.046349,0.0480055,1.0,Grid,0.048,2021-02-23T17:44:22.560351,2021-02-23T21:18:26.839727,0.0014564999999999,0.0002,
29958737236.0,29960415666.0,0.0442885,0.045292,1.0,Grid,0.0445,2021-02-23T21:49:33.762928,2021-02-23T21:58:08.375916,0.0008034999999999,0.0002,
29957666731.0,29961783923.0,0.0449634999999999,0.046198,1.0,Grid,0.045,2021-02-23T21:44:07.414508,2021-02-23T22:05:10.054495,0.0005344999999999,0.0007,
29957669377.0,29961785893.0,0.0449635,0.046198,1.0,Grid,0.0455,2021-02-23T21:44:08.228864,2021-02-23T22:05:10.616995,0.0010345,0.0002,
29956958382.0,29968247921.0,0.0459535,0.046955,1.0,Grid,0.046,2021-02-23T21:40:29.740752,2021-02-23T22:39:25.480744,0.0008014999999999,0.0002,
29956477103.0,29972900428.0,0.0462389999999999,0.0473,1.0,Grid,0.0465,2021-02-23T21:38:02.225414,2021-02-23T23:04:02.823032,0.0008609999999999,0.0002,
29985918594.0,29988720690.0,0.045423,0.0465185,1.0,Grid,0.0455,2021-02-24T00:11:18.752957,2021-02-24T00:25:55.079087,0.0008954999999999,0.0002,
30020915620.0,30022487056.0,0.0431305,0.044152,1.0,Grid,0.0435,2021-02-24T03:17:14.470764,2021-02-24T03:25:14.136648,0.0008214999999999,0.0002,
30015526345.0,30025314328.0,0.043991,0.045,1.0,Grid,0.044,2021-02-24T02:49:07.603732,2021-02-24T03:39:54.245306,0.0008089999999999,0.0002,
30012638221.0,30027033906.0,0.0444415,0.0456165,1.0,Grid,0.0445,2021-02-24T02:34:04.931746,2021-02-24T03:49:26.406007,0.0009749999999999,0.0002,
30006228177.0,30029341056.0,0.0449634999999999,0.046,1.0,Grid,0.045,2021-02-24T01:59:50.897956,2021-02-24T04:02:31.296520,0.0008365,0.0002,
29997117359.0,30033200889.0,0.04524,0.0464135,1.0,Grid,0.0455,2021-02-24T01:11:07.370410,2021-02-24T04:23:39.112666,0.0009735,0.0002,
29980123084.0,30037310913.0,0.045936,0.046965,1.0,Grid,0.046,2021-02-23T23:41:08.506214,2021-02-24T04:48:17.071483,0.0008289999999999,0.0002,
29975718150.0,30041996709.0,0.0463295,0.047346,1.0,Grid,0.0465,2021-02-23T23:18:38.188480,2021-02-24T05:20:54.128178,0.0008164999999999,0.0002,
29956193955.0,30161072810.0,0.0468465,0.054183,1.0,Grid,0.047,2021-02-23T21:36:32.248468,2021-02-24T16:50:18.496981,0.0071365,0.0002,
29955816369.0,30161074865.0,0.047346,0.054183,1.0,Grid,0.0475,2021-02-23T21:34:31.106094,2021-02-24T16:50:19.075131,0.006637,0.0002,
29953413763.0,30161177141.0,0.047725,0.054183,1.0,Grid,0.048,2021-02-23T21:19:27.639896,2021-02-24T16:50:51.543181,0.006258,0.0002,
29912749425.0,30161178055.0,0.046349,0.054183,1.0,Grid,0.0485,2021-02-23T17:44:23.196518,2021-02-24T16:50:51.855684,0.007634,0.0002,
29912751723.0,30161178961.0,0.046349,0.054183,1.0,Grid,0.049,2021-02-23T17:44:23.929711,2021-02-24T16:50:52.158969,0.007634,0.0002,
29912755815.0,30161179855.0,0.046349,0.054183,1.0,Grid,0.0495,2021-02-23T17:44:25.153232,2021-02-24T16:50:52.449412,0.007634,0.0002,
29912758192.0,30161180904.0,0.046349,0.054183,1.0,Grid,0.05,2021-02-23T17:44:25.959572,2021-02-24T16:50:52.871288,0.007634,0.0002,
