Zone,UseZone,Exposure,MapTrigger,IDorderBuy,OpenPrice,AmountBuy,timecancelbuy,FilledBuy,feeBuy,ExposureBuy,NAV,TradeTrigger,IDorderSell,ClosePrice,AmountSell,timecancelsell,feeSell,LastClosePrice,Profit,round
0.5120000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5140000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5160000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5180000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5200000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5220000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5240000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5260000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5280000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5300000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5320000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5340000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5360000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5380000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5400000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5420000000000001,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5440000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5460000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5480000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5500000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5520000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5540000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5560000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5580000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5600000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5620000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5640000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5660000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5680000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5700000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5720000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5740000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5760000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5780000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5800000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5820000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5840000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5860000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5880000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5900000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5920000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5940000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5960000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.5980000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6000000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6020000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6040000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6060000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6080000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6100000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6120000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6140000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6160000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6180000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6200000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6220000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6240000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6260000000000002,1.0,1.0,-1.0,,,,,,,,,101.0,,,,,,,,
0.6280000000000002,1.0,1.0,-1.0,16295626080.0,0.627625,1.0,,1.0,0.0,0.627625,0.0017000000000000348,101.0,,,,,,,,
0.6300000000000002,1.0,1.0,1.0,16295340576.0,0.62885,1.0,,1.0,0.0,0.62885,0.0004750000000000032,101.0,,,,,,,,
0.6320000000000002,1.0,1.0,1.0,16295264527.0,0.63085,1.0,,1.0,0.0,0.63085,-0.0015249999999999986,101.0,,,,,,,,
0.6340000000000002,1.0,1.0,1.0,16294230958.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6360000000000002,1.0,1.0,1.0,16294231968.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6380000000000002,1.0,1.0,1.0,16294232326.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6400000000000002,1.0,1.0,1.0,16294232571.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6420000000000002,1.0,1.0,1.0,16294232896.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6440000000000002,1.0,1.0,1.0,16294233243.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6460000000000002,1.0,1.0,1.0,16294233583.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6480000000000002,1.0,1.0,1.0,16294234003.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6500000000000002,1.0,1.0,1.0,16294234616.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6520000000000002,1.0,1.0,1.0,16294235479.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6540000000000002,1.0,1.0,1.0,16294236629.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6560000000000002,1.0,1.0,1.0,16294237417.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6580000000000003,1.0,1.0,1.0,16294238040.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.6600000000000003,1.0,1.0,1.0,16294317788.0,0.633625,1.0,,1.0,0.0,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6620000000000003,1.0,1.0,1.0,16294318292.0,0.633625,1.0,,1.0,0.0004212775,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6640000000000003,1.0,1.0,1.0,16294318821.0,0.633625,1.0,,1.0,0.0,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6660000000000003,1.0,1.0,1.0,16294319204.0,0.633625,1.0,,1.0,0.0,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6680000000000003,1.0,1.0,1.0,16294319905.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6700000000000003,1.0,1.0,1.0,16294320306.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6720000000000003,1.0,1.0,1.0,16294320993.0,0.633625,1.0,,1.0,0.0,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6740000000000003,1.0,1.0,1.0,16294321889.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6760000000000003,1.0,1.0,1.0,16294322257.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6780000000000003,1.0,1.0,1.0,16294322509.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6800000000000003,1.0,1.0,1.0,16294322778.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6820000000000003,1.0,1.0,1.0,16294323091.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6840000000000003,1.0,1.0,1.0,16294323332.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6860000000000003,1.0,1.0,1.0,16294323609.0,0.633625,1.0,,1.0,0.000421360625,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6880000000000003,1.0,1.0,1.0,16294324502.0,0.633625,1.0,,1.0,0.000421327375,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6900000000000003,1.0,1.0,1.0,16294324995.0,0.633625,1.0,,1.0,0.00042131075,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6920000000000003,1.0,1.0,1.0,16294325467.0,0.633625,1.0,,1.0,0.00042124425,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6940000000000003,1.0,1.0,1.0,16294326587.0,0.633625,1.0,,1.0,0.000421061375,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6960000000000003,1.0,1.0,1.0,16294327630.0,0.633625,1.0,,1.0,0.0004208785,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.6980000000000003,1.0,1.0,1.0,16294328439.0,0.633625,1.0,,1.0,0.0004208785,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7000000000000003,1.0,1.0,1.0,16294329068.0,0.633625,1.0,,1.0,0.0004208785,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7020000000000003,1.0,1.0,1.0,16294195961.0,0.633375,1.0,,1.0,0.000421127875,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7040000000000003,1.0,1.0,1.0,16294196453.0,0.633375,1.0,,1.0,0.0004211445,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7060000000000003,1.0,1.0,1.0,16294196761.0,0.633375,1.0,,1.0,0.0004211445,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7080000000000003,1.0,1.0,1.0,16294329850.0,0.633625,1.0,,1.0,0.0004207455,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7100000000000003,1.0,1.0,1.0,16294330541.0,0.633625,1.0,,1.0,0.0004207455,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7120000000000003,1.0,1.0,1.0,16294331160.0,0.633625,1.0,,1.0,0.000420728875,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7140000000000003,1.0,1.0,1.0,16294331792.0,0.633625,1.0,,1.0,0.000420679,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7160000000000003,1.0,1.0,1.0,16294332371.0,0.633625,1.0,,1.0,0.000420679,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7180000000000003,1.0,1.0,1.0,16294332786.0,0.633625,1.0,,1.0,0.000420662375,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7200000000000003,1.0,1.0,1.0,16294333328.0,0.633625,1.0,,1.0,0.000420662375,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7220000000000003,1.0,1.0,1.0,16294333772.0,0.633625,1.0,,1.0,0.000420679,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7240000000000003,1.0,1.0,1.0,16294334129.0,0.633625,1.0,,1.0,0.000420679,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7260000000000003,1.0,1.0,1.0,16294334578.0,0.633625,1.0,,1.0,0.000420679,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7280000000000003,1.0,1.0,1.0,16294335057.0,0.633625,1.0,,1.0,0.0004206125,0.633625,-0.0042999999999999705,101.0,,,,,,,,
0.7300000000000003,1.0,1.0,1.0,16294247629.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7320000000000003,1.0,1.0,1.0,16294248228.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7340000000000003,1.0,1.0,1.0,16294248846.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7360000000000003,1.0,1.0,1.0,16294249747.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7380000000000003,1.0,1.0,1.0,16294250109.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7400000000000003,1.0,1.0,1.0,16294251115.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7420000000000003,1.0,1.0,1.0,16294251574.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7440000000000003,1.0,1.0,1.0,16294252750.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7460000000000003,1.0,1.0,1.0,16294253551.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7480000000000003,1.0,1.0,1.0,16294254130.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7500000000000003,1.0,1.0,1.0,16294254788.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7520000000000003,1.0,1.0,1.0,16294255135.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7540000000000003,1.0,1.0,1.0,16294255460.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7560000000000003,1.0,1.0,1.0,16294255925.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7580000000000003,1.0,1.0,1.0,16294256312.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7600000000000003,1.0,1.0,1.0,16294256823.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7620000000000003,1.0,1.0,1.0,16294257488.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7640000000000003,1.0,1.0,1.0,16294201888.0,0.633375,1.0,,1.0,0.0004210115,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7660000000000003,1.0,1.0,1.0,16294202420.0,0.633375,1.0,,1.0,0.00042097825,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7680000000000003,1.0,1.0,1.0,16294202924.0,0.633375,1.0,,1.0,0.000420928375,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7700000000000004,1.0,1.0,1.0,16294203321.0,0.633375,1.0,,1.0,0.000420928375,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7720000000000004,1.0,1.0,1.0,16294203696.0,0.633375,1.0,,1.0,0.00042091175,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7740000000000004,1.0,1.0,1.0,16294204499.0,0.633375,1.0,,1.0,0.000421078,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7760000000000004,1.0,1.0,1.0,16294204813.0,0.633375,1.0,,1.0,0.000421078,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7780000000000004,1.0,1.0,1.0,16294205271.0,0.633375,1.0,,1.0,0.000421078,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7800000000000004,1.0,1.0,1.0,16294205583.0,0.633375,1.0,,1.0,0.000421078,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7820000000000004,1.0,1.0,1.0,16294205856.0,0.633375,1.0,,1.0,0.000421078,0.633375,-0.004049999999999998,101.0,,,,,,,,
0.7840000000000004,1.0,1.0,1.0,16294267665.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7860000000000004,1.0,1.0,1.0,16294267940.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7880000000000004,1.0,1.0,1.0,16294268245.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7900000000000004,1.0,1.0,1.0,16294268545.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7920000000000004,1.0,1.0,1.0,16294268846.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7940000000000004,1.0,1.0,1.0,16294269202.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7960000000000004,1.0,1.0,1.0,16294269998.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.7980000000000004,1.0,1.0,1.0,16294270489.0,0.6322,1.0,,1.0,0.0,0.6322,-0.002874999999999961,101.0,,,,,,,,
0.8000000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8020000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8040000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8060000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8080000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8100000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8120000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8140000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8160000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8180000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
0.8200000000000004,-1.0,1.0,1.0,,,,,,,,,101.0,,,,,,,,
